strain,nextstrain_besttree,nextstrain_0,nextstrain_1,nextstrain_2,nextstrain_3,nextstrain_4,nextstrain_5,nextstrain_6,nextstrain_7,nextstrain_8,nextstrain_9,tnet_bias, tnet_random_sample
EPI_ISL_429871,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,Turkey,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,Turkey,SaudiArabia,Turkey
EPI_ISL_437748,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_447539,India,India,India,Finland,India,India,SaudiArabia,India,Colombia,Colombia,India,India,India
EPI_ISL_444474,India,India,India,Finland,India,Finland,India,India,India,India,India,India,India
EPI_ISL_450187,SaudiArabia,SaudiArabia,India,Colombia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,Jordan,SaudiArabia,Turkey,SaudiArabia,SaudiArabia
EPI_ISL_437713,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437714,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437738,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,USA,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437749,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437709,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_456566,SaudiArabia,SaudiArabia,India,SaudiArabia,Australia,SaudiArabia,SaudiArabia,Colombia,SaudiArabia,Colombia,India,India,Australia
EPI_ISL_437485,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437493,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437487,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437494,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437758,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437470,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,BosniaandHerzegovina,SaudiArabia,SaudiArabia
EPI_ISL_437737,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia
EPI_ISL_437469,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,Finland,SaudiArabia,SaudiArabia,SaudiArabia,SaudiArabia,Italy,SaudiArabia,SaudiArabia
EPI_ISL_459976,France,France,France,Senegal,Senegal,Australia,Senegal,France,France,France,France,France,France
EPI_ISL_435412,France,France,Germany,France,Denmark,France,Netherlands,France,Denmark,Germany,NewZealand,Denmark,Hungary
EPI_ISL_414625,France,France,France,France,Sweden,France,France,France,France,France,USA,France,France
EPI_ISL_414637,France,France,France,France,France,France,France,France,France,France,France,France,France
EPI_ISL_415159,Belgium,Belgium,Belgium,USA,Belgium,Belgium,Switzerland,France,Belgium,France,NewZealand,USA,Belgium
EPI_ISL_459979,Netherlands,Netherlands,Netherlands,Jordan,Netherlands,Netherlands,Belgium,Australia,Netherlands,Denmark,Israel,USA,Morocco
EPI_ISL_413572,Netherlands,Netherlands,Netherlands,Sweden,Netherlands,Netherlands,Netherlands,France,Netherlands,France,NewZealand,USA,Netherlands
EPI_ISL_447743,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia
EPI_ISL_447806,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Netherlands,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia
EPI_ISL_459875,Colombia,Colombia,France,Colombia,Colombia,Colombia,Finland,Canada,SaudiArabia,Finland,Canada,Finland,Canada
EPI_ISL_456144,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Canada,Colombia,Colombia,Colombia,Colombia
EPI_ISL_447763,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,India,Colombia,Colombia
EPI_ISL_451248,USA,USA,USA,USA,Sweden,Denmark,USA,USA,USA,France,USA,USA,USA
EPI_ISL_451266,USA,USA,USA,USA,Denmark,USA,USA,USA,USA,USA,USA,USA,USA
EPI_ISL_459891,USA,USA,USA,USA,Canada,USA,USA,USA,USA,USA,USA,USA,USA
EPI_ISL_434946,USA,USA,USA,USA,Denmark,USA,USA,USA,USA,USA,USA,USA,USA
EPI_ISL_463906,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada
EPI_ISL_463942,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada,Canada
EPI_ISL_463298,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA
EPI_ISL_451282,USA,USA,USA,USA,Denmark,USA,USA,USA,USA,USA,USA,USA,USA
EPI_ISL_434847,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA,USA
EPI_ISL_430708,USA,USA,USA,USA,Israel,USA,USA,USA,USA,USA,USA,USA,USA
EPI_ISL_443215,France,DemocraticRepublicoftheCongo,France,Luxembourg,Denmark,Singapore,Luxembourg,USA,France,Finland,Luxembourg,USA,Singapore
EPI_ISL_417440,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,Germany,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,France,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
EPI_ISL_420839,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,France,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,Vietnam,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,France,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
EPI_ISL_420034,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,Portugal,Israel,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
EPI_ISL_430850,France,Sweden,France,Denmark,Sweden,USA,Sweden,Sweden,Sweden,Sweden,USA,Sweden,Sweden
EPI_ISL_420150,Norway,Norway,Norway,Austria,Norway,Norway,Austria,France,Austria,Austria,Norway,USA,Norway
EPI_ISL_437987,Norway,Norway,Norway,Austria,Norway,USA,Austria,France,Austria,Austria,Norway,USA,Austria
EPI_ISL_447291,Israel,Sweden,Israel,Denmark,Denmark,Denmark,Israel,Denmark,Israel,Singapore,Israel,Israel,Israel
EPI_ISL_454898,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,UnitedArabEmirates,Sweden,Sweden,Sweden
EPI_ISL_435700,NewZealand,Singapore,France,France,NewZealand,Germany,NewZealand,USA,Singapore,Singapore,NewZealand,USA,Singapore
EPI_ISL_456214,NewZealand,Singapore,Denmark,Denmark,NewZealand,NewZealand,NewZealand,USA,Singapore,NewZealand,NewZealand,Denmark,NewZealand
EPI_ISL_449793,Norway,Norway,Norway,Norway,Norway,USA,Norway,Norway,Norway,Norway,Norway,Norway,Norway
EPI_ISL_449794,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Austria,Norway,Norway,Norway,Norway,Norway
EPI_ISL_449792,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway,Norway
EPI_ISL_443260,France,France,France,France,France,France,France,France,France,France,France,France,France
EPI_ISL_455419,France,France,France,France,France,France,France,France,France,France,France,France,France
EPI_ISL_418233,France,France,France,France,France,France,France,France,France,France,France,France,France
EPI_ISL_420076,France,France,Luxembourg,France,France,France,Finland,France,France,France,France,France,France
EPI_ISL_443292,France,France,France,France,France,France,France,France,France,France,France,France,France
EPI_ISL_434500,France,France,Luxembourg,France,France,France,Luxembourg,France,France,Luxembourg,Luxembourg,France,France
EPI_ISL_418400,Finland,Chile,France,Luxembourg,Denmark,Finland,Finland,France,Finland,Finland,Luxembourg,Luxembourg,Finland
EPI_ISL_445284,Chile,Chile,USA,DemocraticRepublicoftheCongo,Colombia,Singapore,Israel,Canada,Chile,Finland,Norway,Sweden,Chile
EPI_ISL_416478,France,Georgia,France,Luxembourg,Denmark,Singapore,Netherlands,France,France,Finland,Luxembourg,Denmark,Georgia
EPI_ISL_417875,France,Georgia,France,Luxembourg,Denmark,Finland,Finland,France,Iceland,Iceland,Luxembourg,Luxembourg,Iceland
EPI_ISL_418390,France,Chile,France,France,France,France,France,France,France,France,France,France,France
EPI_ISL_427306,USA,Chile,France,Netherlands,Denmark,Denmark,Netherlands,France,France,France,USA,Germany,Brazil
EPI_ISL_445283,France,Chile,France,DemocraticRepublicoftheCongo,Canada,USA,Canada,Colombia,Chile,Chile,Colombia,Finland,Chile
EPI_ISL_426718,France,Chile,France,USA,USA,Australia,Finland,France,France,France,France,France,France
EPI_ISL_445368,Chile,Chile,Chile,Chile,Italy,Chile,Chile,Netherlands,Chile,France,Chile,Chile,Chile
EPI_ISL_445379,Chile,Chile,Chile,France,France,Chile,Chile,Chile,Chile,Chile,Chile,Chile,Chile
EPI_ISL_456463,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia
EPI_ISL_456550,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia
EPI_ISL_456540,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia,Australia
EPI_ISL_418358,Israel,Israel,Israel,Israel,Canada,Israel,Israel,Israel,Canada,Israel,Israel,Canada,Canada
EPI_ISL_456251,Israel,Israel,Israel,Israel,Sweden,Israel,Israel,Israel,Canada,Israel,Israel,Argentina,Israel
EPI_ISL_447402,Israel,Israel,Israel,Israel,Israel,Israel,Israel,Israel,France,Israel,Israel,Israel,Israel
EPI_ISL_430810,Israel,Israel,Israel,Israel,France,Israel,Israel,Israel,Argentina,Israel,Israel,Argentina,Argentina
EPI_ISL_447438,Israel,Israel,Israel,Israel,Israel,Israel,Israel,Argentina,Israel,Israel,Israel,Israel,Israel
EPI_ISL_454501,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan
EPI_ISL_454585,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan
EPI_ISL_454575,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan
EPI_ISL_434675,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_455107,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_455845,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_462471,Sweden,Sweden,Sweden,Sweden,Colombia,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,BosniaandHerzegovina
EPI_ISL_445236,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_450811,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_434659,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_434641,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_445239,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_434663,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_450832,Sweden,Sweden,Sweden,Sweden,Sweden,France,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_445237,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_445227,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_455108,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Nigeria,Sweden,Sweden
EPI_ISL_455103,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_455104,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_455105,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden
EPI_ISL_457707,Sweden,Denmark,Sweden,Sweden,Denmark,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Denmark
EPI_ISL_437654,Sweden,Denmark,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Sweden,Denmark
EPI_ISL_452149,USA,Belgium,France,Spain,Belgium,Denmark,Belgium,France,Belgium,Argentina,Spain,Belgium,Belgium
EPI_ISL_462252,Italy,Belgium,Belgium,Netherlands,Portugal,Switzerland,BosniaandHerzegovina,Belgium,Switzerland,Belgium,Belgium,Belgium,Belgium
EPI_ISL_455965,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Germany,Belgium,Belgium
EPI_ISL_455966,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium
EPI_ISL_428686,Hungary,Belgium,Bangladesh,Spain,Spain,Spain,Spain,Spain,Spain,Argentina,Spain,Spain,Spain
EPI_ISL_429555,Denmark,Denmark,India,Denmark,Denmark,Denmark,Denmark,Denmark,Netherlands,Denmark,Denmark,Denmark,Denmark
EPI_ISL_452094,Denmark,Denmark,Austria,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_452064,Denmark,Denmark,Italy,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_452087,Denmark,Denmark,Belgium,Denmark,Denmark,Denmark,Denmark,Denmark,India,Denmark,Denmark,Denmark,Denmark
EPI_ISL_452069,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_427445,Belgium,Hungary,Italy,Israel,Bangladesh,Belgium,Germany,France,Denmark,Italy,India,Belgium,USA
EPI_ISL_435418,Hungary,Hungary,Hungary,Spain,Hungary,Argentina,Spain,Spain,Argentina,Luxembourg,Chile,Hungary,Hungary
EPI_ISL_454290,Belgium,Belgium,Italy,Denmark,Chile,Germany,France,Chile,Portugal,Italy,Netherlands,Portugal,Portugal
EPI_ISL_454332,Spain,Belgium,Portugal,Belgium,Portugal,Portugal,Spain,Netherlands,Portugal,Portugal,Portugal,Portugal,Portugal
EPI_ISL_451181,Hungary,Belgium,Spain,Belgium,Belgium,Belgium,Belgium,Spain,Spain,Belgium,Belgium,Hungary,Hungary
EPI_ISL_416426,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary
EPI_ISL_435425,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Spain,Spain,Spain,Hungary,Hungary,Hungary
EPI_ISL_435403,Hungary,Hungary,Hungary,Hungary,Hungary,Spain,Hungary,Hungary,Spain,Spain,Hungary,Hungary,Hungary
EPI_ISL_458215,France,Belgium,Belgium,DemocraticRepublicoftheCongo,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium
EPI_ISL_417438,DemocraticRepublicoftheCongo,Belgium,DemocraticRepublicoftheCongo,Switzerland,DemocraticRepublicoftheCongo,Netherlands,Belgium,France,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,Belgium,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
EPI_ISL_458195,France,Belgium,Belgium,Belgium,Bangladesh,Belgium,Belgium,Belgium,Belgium,Belgium,Switzerland,Belgium,Belgium
EPI_ISL_420365,Belgium,Belgium,Belgium,Belgium,Belgium,SouthAfrica,Belgium,Switzerland,Belgium,Belgium,Belgium,Belgium,Belgium
EPI_ISL_414477,Belgium,Belgium,Italy,CzechRepublic,Italy,Italy,CzechRepublic,Netherlands,Belgium,Italy,Brazil,Belgium,CzechRepublic
EPI_ISL_435429,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Belgium,Switzerland,Belgium,Belgium,Belgium,Belgium,Belgium
EPI_ISL_451643,Australia,Belgium,Australia,Australia,Australia,Australia,Spain,Austria,Australia,Germany,Chile,Spain,Australia
EPI_ISL_417921,Belgium,Belgium,Italy,India,Italy,Belgium,Netherlands,Italy,Italy,Italy,India,Italy,Italy
EPI_ISL_437973,Hungary,Belgium,Austria,Spain,Austria,Spain,Austria,Austria,Austria,Austria,Hungary,Spain,Spain
EPI_ISL_422913,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Spain,Netherlands,Netherlands,Netherlands
EPI_ISL_461321,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_455269,Netherlands,Netherlands,Netherlands,Netherlands,Germany,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_435423,Hungary,Spain,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary,Spain,India,Hungary,Hungary,Hungary
EPI_ISL_452681,Hungary,Spain,Spain,Spain,Spain,Spain,Spain,Italy,Spain,Spain,Spain,Spain,Spain
EPI_ISL_445216,Hungary,Netherlands,Bangladesh,Bangladesh,Bangladesh,Bangladesh,DemocraticRepublicoftheCongo,Latvia,Spain,Argentina,Spain,Bangladesh,Bangladesh
EPI_ISL_461254,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Italy,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands,Netherlands
EPI_ISL_438084,Austria,Austria,Austria,Russia,Austria,Austria,Austria,India,Germany,Denmark,Oman,Italy,Austria
EPI_ISL_463039,India,Austria,India,France,Luxembourg,Netherlands,India,India,India,India,Netherlands,Luxembourg,India
EPI_ISL_447453,Israel,Israel,India,Israel,BosniaandHerzegovina,Israel,Australia,Israel,Israel,Colombia,BosniaandHerzegovina,Israel,Israel
EPI_ISL_466903,Israel,Israel,Germany,BosniaandHerzegovina,Germany,Germany,Germany,India,Germany,Germany,Germany,Germany,Germany
EPI_ISL_455068,BosniaandHerzegovina,Israel,Poland,BosniaandHerzegovina,Germany,Germany,Australia,India,India,India,Germany,Australia,Australia
EPI_ISL_447467,Israel,Israel,India,Israel,Brazil,Israel,Israel,Israel,India,Germany,Israel,Israel,Israel
EPI_ISL_429968,France,France,France,Norway,France,France,France,France,France,France,USA,Denmark,France
EPI_ISL_447290,Israel,Israel,Israel,Israel,Sweden,Israel,Israel,Israel,Israel,Israel,Israel,Israel,Israel
EPI_ISL_447283,Israel,Israel,Israel,Israel,Sweden,Israel,Israel,Israel,Israel,Israel,Israel,Israel,Israel
EPI_ISL_447374,Israel,Israel,France,Israel,Israel,Israel,France,Israel,Israel,Israel,Israel,Israel,Israel
EPI_ISL_447372,Israel,Israel,France,Israel,Israel,Israel,Germany,Israel,USA,Israel,Israel,Israel,Israel
EPI_ISL_443230,France,Senegal,France,Poland,Sweden,USA,France,Norway,Argentina,Belgium,USA,USA,Singapore
EPI_ISL_420072,USA,Senegal,France,Senegal,France,USA,Canada,USA,Senegal,France,USA,Denmark,USA
EPI_ISL_444841,Denmark,Denmark,Denmark,Denmark,Denmark,Canada,Germany,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_435129,Sweden,Denmark,Sweden,USA,Sweden,Sweden,Sweden,Sweden,Sweden,UnitedArabEmirates,Sweden,UnitedArabEmirates,UnitedArabEmirates
EPI_ISL_429378,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,France,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_429395,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Germany,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_443302,France,France,France,France,France,USA,France,France,France,France,NewZealand,France,France
EPI_ISL_419708,USA,France,USA,Sweden,Sweden,USA,Sweden,USA,USA,USA,USA,USA,USA
EPI_ISL_418396,USA,Denmark,Luxembourg,Finland,Denmark,Netherlands,Finland,Finland,Luxembourg,Austria,USA,France,Finland
EPI_ISL_430858,Denmark,Denmark,Denmark,Sweden,Sweden,Sweden,Denmark,Denmark,Denmark,Denmark,Denmark,Sweden,Sweden
EPI_ISL_444885,Denmark,Denmark,Denmark,Iceland,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_444954,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_452066,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_444929,Denmark,Denmark,Denmark,Denmark,Switzerland,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_437095,Sweden,Denmark,Denmark,Sweden,Israel,USA,Denmark,Denmark,Denmark,Denmark,Denmark,Sweden,Sweden
EPI_ISL_437020,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_429131,Sweden,Denmark,Denmark,Sweden,Sweden,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Sweden,Sweden
EPI_ISL_429358,Denmark,Denmark,Denmark,Denmark,USA,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark,Denmark
EPI_ISL_414642,Denmark,Denmark,France,Netherlands,Finland,USA,Finland,Taiwan,France,Finland,Denmark,Finland,Finland
EPI_ISL_419545,Germany,Germany,Germany,Denmark,Sweden,Germany,Germany,Germany,Germany,Germany,Germany,Denmark,Germany
EPI_ISL_419543,Canada,Germany,Canada,Denmark,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany,Germany
EPI_ISL_451803,Switzerland,Switzerland,Colombia,Denmark,Switzerland,Denmark,Switzerland,Denmark,Australia,Georgia,Switzerland,Switzerland,Switzerland
