edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Spain->Singapore,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->Thailand,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Luxembourg->Israel,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Austria->Belgium,0.00,0.00,0.40,0.00,0.00,0.00,0.00
Japan->Argentina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->UnitedArabEmirates,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Latvia->Switzerland,0.00,0.00,0.20,0.14,0.00,0.00,0.00
Latvia->USA,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Japan->Mexico,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Turkey->Brazil,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Turkey->BosniaandHerzegovina,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Australia->Sweden,0.00,0.00,0.00,0.30,0.00,0.00,0.00
Norway->Vietnam,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Sweden->Argentina,0.10,0.00,0.00,0.10,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Argentina,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Latvia->Greece,0.00,0.00,0.00,0.34,0.00,0.00,0.00
Austria->Bangladesh,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Iceland->Argentina,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Uganda->Oman,0.00,0.00,0.00,0.30,0.00,0.00,0.00
France->Spain,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Iceland->Colombia,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Iceland->Hungary,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Luxembourg->Uganda,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Luxembourg->Jordan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
UnitedKingdom->Denmark,0.00,0.00,0.00,0.00,0.00,0.00,0.00
UnitedKingdom->Finland,0.10,0.10,0.00,0.10,0.00,0.00,0.00
Sweden->Spain,0.30,0.00,0.00,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Norway,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Italy->Turkey,0.10,0.21,0.10,0.00,0.00,0.00,0.00
Romania->Poland,0.10,0.00,0.10,0.00,0.00,0.00,0.00
France->Thailand,0.00,0.20,0.00,0.00,0.00,0.00,0.00
NewZealand->Australia,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Spain->Vietnam,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Russia->SaudiArabia,0.00,0.20,0.10,0.00,0.00,0.00,0.00
Portugal->Denmark,0.00,0.00,0.30,0.00,0.00,0.00,0.00
France->SouthAfrica,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Brazil->Russia,0.10,0.20,0.10,0.00,0.00,0.00,0.00
Brazil->Romania,0.10,0.00,0.00,0.10,0.00,0.00,0.00
CzechRepublic->Russia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
CzechRepublic->Romania,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Romania->USA,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Romania->Taiwan,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Romania->Kazakhstan,0.10,0.00,0.00,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Japan,0.10,0.00,0.00,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Greece,0.10,0.00,0.00,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Sweden,0.10,0.00,0.00,0.00,0.00,0.00,0.00
BosniaandHerzegovina->UnitedArabEmirates,0.10,0.00,0.00,0.00,0.00,0.00,0.00
BosniaandHerzegovina->China,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Spain->SouthAfrica,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Malaysia->Netherlands,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Singapore->UnitedArabEmirates,0.01,0.10,0.00,0.00,0.00,0.00,0.00
SouthKorea->Norway,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthKorea->Italy,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthKorea->Singapore,0.00,0.10,0.00,0.00,0.00,0.00,0.00
HongKong->Norway,0.00,0.10,0.00,0.00,0.00,0.00,0.00
HongKong->Oman,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Turkey->China,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthKorea->Jordan,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthKorea->NewZealand,0.00,0.20,0.00,0.00,0.00,0.00,0.00
HongKong->Brazil,0.00,0.10,0.00,0.00,0.00,0.00,0.00
France->SouthKorea,0.00,0.10,0.00,0.00,0.00,0.00,0.00
NewZealand->Oman,0.00,0.10,0.00,0.00,0.00,0.00,0.00
NewZealand->Switzerland,0.00,0.10,0.00,0.00,0.00,0.00,0.00
NewZealand->BosniaandHerzegovina,0.00,0.10,0.00,0.00,0.00,0.00,0.00
NewZealand->Luxembourg,0.00,0.10,0.00,0.00,0.00,0.00,0.00
France->HongKong,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Morocco->Vietnam,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Russia->Colombia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Greece->Colombia,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Greece->CzechRepublic,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Bangladesh->Oman,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Romania->Brazil,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Romania->Sweden,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Japan->India,0.00,0.10,0.30,0.00,0.00,0.00,0.00
SouthKorea->UnitedKingdom,0.00,0.00,0.10,0.00,0.00,0.00,0.00
SouthKorea->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
SouthKorea->Chile,0.00,0.00,0.10,0.00,0.00,0.00,0.00
HongKong->Latvia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Austria->Spain,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Bangladesh->Uganda,0.00,0.00,0.10,0.00,0.00,0.00,0.00
UnitedArabEmirates->Colombia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Mexico->Luxembourg,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->Oman,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->HongKong,0.00,0.00,0.20,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Israel,0.00,0.00,0.20,0.10,0.00,0.00,0.00
SaudiArabia->Japan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
SaudiArabia->Argentina,0.00,0.00,0.30,0.00,0.00,0.00,0.00
SaudiArabia->Norway,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Oman->Belgium,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Oman->Brazil,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Israel->SaudiArabia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Israel->Turkey,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Belgium->Mexico,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Japan->Morocco,0.00,0.00,0.10,0.10,0.00,0.00,0.00
CzechRepublic->UnitedArabEmirates,0.00,0.00,0.10,0.00,0.00,0.00,0.00
CzechRepublic->Sweden,0.00,0.00,0.10,0.00,0.00,0.00,0.00
France->Mexico,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Israel->Brazil,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Israel->Finland,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Israel->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Mexico->Italy,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iceland->Greece,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Iceland->Belgium,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Russia->DemocraticRepublicoftheCongo,0.00,0.00,0.20,0.38,0.00,0.00,0.00
Hungary->DemocraticRepublicoftheCongo,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Hungary->Canada,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Mexico->Georgia,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Mexico->NewZealand,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Mexico->Portugal,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Chile->Finland,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Romania->Australia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Romania->Austria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Senegal->Bangladesh,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Senegal->Australia,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Senegal->Belgium,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Sweden->Turkey,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Luxembourg->Oman,0.00,0.00,0.18,0.00,0.00,0.00,0.00
USA->Russia,0.10,0.00,0.00,0.10,0.00,0.00,0.00
Colombia->Australia,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Colombia->Malaysia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Chile->Spain,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Chile->SaudiArabia,0.00,0.10,0.00,0.10,0.00,0.00,0.00
NewZealand->Poland,0.00,0.00,0.00,0.20,0.00,0.00,0.00
NewZealand->Senegal,0.00,0.00,0.00,0.10,0.00,0.00,0.00
NewZealand->Colombia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Luxembourg->Argentina,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Morocco->Jordan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
CzechRepublic->Italy,0.00,0.10,0.10,0.10,0.00,0.00,0.00
SaudiArabia->UnitedKingdom,0.00,0.00,0.20,0.10,0.00,0.00,0.00
India->Colombia,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Romania->UnitedKingdom,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Finland->Nigeria,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Finland->Singapore,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Bangladesh->Kazakhstan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Denmark->Canada,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Netherlands->Turkey,0.00,0.09,0.10,0.00,0.00,0.00,0.00
Netherlands->Bangladesh,0.00,0.00,0.00,0.09,0.00,0.00,0.00
Chile->Iceland,0.00,0.00,0.18,0.00,0.00,0.00,0.00
Brazil->Sweden,0.10,0.30,0.00,0.00,0.00,0.00,0.00
India->Netherlands,0.10,0.00,0.20,0.10,0.00,0.00,0.00
UnitedKingdom->Sweden,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Chile->Canada,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Chile->Taiwan,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Chile->Malaysia,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Brazil->Taiwan,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Brazil->Uganda,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Colombia->Austria,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Chile->NewZealand,0.00,0.00,0.00,0.30,0.00,0.00,0.00
Brazil->Latvia,0.00,0.04,0.10,0.00,0.00,0.00,0.00
Latvia->Brazil,0.00,0.24,0.00,0.00,0.00,0.00,0.00
Latvia->Germany,0.00,0.14,0.30,0.10,0.00,0.00,0.00
Latvia->Taiwan,0.00,0.10,0.00,0.04,0.00,0.00,0.00
Latvia->Netherlands,0.00,0.00,0.04,0.20,0.00,0.00,0.00
UnitedKingdom->SouthAfrica,0.00,0.06,0.00,0.06,0.00,0.00,0.00
Chile->Mexico,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Mexico->Iceland,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Mexico->Turkey,0.10,0.00,0.00,0.00,0.00,0.00,0.00
India->Senegal,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Denmark->Italy,0.10,0.00,0.00,0.00,0.00,0.00,0.00
UnitedKingdom->HongKong,0.29,0.00,0.00,0.00,0.00,0.00,0.00
Netherlands->SouthKorea,0.20,0.00,0.00,0.00,0.00,0.00,0.00
Netherlands->Thailand,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->Senegal,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Canada->Taiwan,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Canada->Israel,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Canada->Sweden,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Denmark->Argentina,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Chile->Senegal,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Vietnam->SouthKorea,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Uruguay->Taiwan,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Taiwan->Greece,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthKorea->Spain,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Germany->SouthKorea,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Georgia->Singapore,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Georgia->NewZealand,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Georgia->China,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Georgia->Japan,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Georgia->Italy,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Chile->India,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Hungary->Australia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Jordan->Singapore,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Jordan->Russia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Brazil->Singapore,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Latvia->UnitedArabEmirates,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Switzerland->HongKong,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Japan->Finland,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Iceland->Spain,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Argentina->Colombia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Argentina->Mexico,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Kazakhstan->Oman,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Kazakhstan->Australia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Vietnam->Thailand,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Portugal->Argentina,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Austria->Kazakhstan,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Austria->Sweden,0.00,0.00,0.20,0.00,0.00,0.00,0.00
BosniaandHerzegovina->SaudiArabia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
CzechRepublic->Israel,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Hungary->Oman,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Colombia->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Senegal->USA,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Chile->Norway,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Chile->Luxembourg,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Chile->France,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Netherlands->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Colombia->Greece,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Colombia->NewZealand,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Senegal->Luxembourg,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Colombia->Vietnam,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Oman->Georgia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Israel->UnitedKingdom,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Japan->Turkey,0.00,0.00,0.10,0.10,0.00,0.00,0.00
SaudiArabia->Belgium,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Finland->Austria,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Colombia->Brazil,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Colombia->Turkey,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Sweden->Uruguay,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Chile->Singapore,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Latvia->Argentina,0.00,0.00,0.00,0.10,0.00,0.00,0.00
India->Hungary,0.00,0.00,0.00,0.10,0.00,0.00,0.00
UnitedKingdom->Kazakhstan,0.00,0.00,0.00,0.06,0.00,0.00,0.00
Latvia->CzechRepublic,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Latvia->Japan,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Latvia->Iceland,0.00,0.00,0.04,0.00,0.00,0.00,0.00
Latvia->Austria,0.00,0.00,0.04,0.00,0.00,0.00,0.00
Latvia->Kazakhstan,0.00,0.00,0.00,0.04,0.00,0.00,0.00
UnitedArabEmirates->SouthKorea,0.01,0.00,0.00,0.00,0.00,0.00,0.00
UnitedArabEmirates->Vietnam,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Switzerland->Colombia,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Malaysia->China,0.30,0.00,0.00,0.00,0.00,0.00,0.00
CzechRepublic->India,0.00,0.20,0.00,0.00,0.00,0.00,0.00
CzechRepublic->BosniaandHerzegovina,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Latvia->Poland,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Norway->SaudiArabia,0.00,0.00,0.20,0.00,0.00,0.00,0.00
China->Switzerland,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Latvia->Oman,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Thailand->Jordan,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->Poland,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->Italy,0.10,0.00,0.00,0.00,0.00,0.00,0.00
HongKong->NewZealand,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Brazil->China,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Brazil->UnitedArabEmirates,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Brazil->Luxembourg,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Brazil->SouthAfrica,0.00,0.10,0.00,0.00,0.00,0.00,0.00
CzechRepublic->Latvia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Iceland,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Iceland->Russia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Iceland->SaudiArabia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Iceland->Uganda,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Portugal->BosniaandHerzegovina,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Portugal->Romania,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Belgium->Sweden,0.00,0.10,0.00,0.00,0.00,0.00,0.00
India->Brazil,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Denmark->SouthAfrica,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Belgium->Uganda,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Hungary->Luxembourg,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Greece->Iceland,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Greece->Turkey,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Latvia->Mexico,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SaudiArabia->HongKong,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Germany->Malaysia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Norway->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Norway->Chile,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->BosniaandHerzegovina,0.00,0.00,0.20,0.00,0.00,0.00,0.00
CzechRepublic->Germany,0.00,0.00,0.10,0.00,0.00,0.00,0.00
CzechRepublic->Japan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Austria->Chile,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Australia->Russia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Oman->Russia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Hungary->France,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Hungary->Singapore,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->Brazil,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->Israel,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Georgia->Spain,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Georgia->Finland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Georgia->Mexico,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Mexico->USA,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Brazil->Oman,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Brazil->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Brazil->Israel,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Norway->Canada,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Canada->Poland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
India->Latvia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Latvia->Luxembourg,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Luxembourg->Morocco,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Germany->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Latvia->Chile,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iceland->Vietnam,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iceland->Poland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Iceland->Australia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Norway->Israel,0.00,0.00,0.10,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Hungary,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->Georgia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Brazil->Thailand,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Colombia->Belgium,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Colombia->Morocco,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Colombia->Poland,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Colombia->Italy,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Oman->France,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Oman->DemocraticRepublicoftheCongo,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Latvia->Australia,0.00,0.00,0.00,0.10,0.00,0.00,0.00
SaudiArabia->Israel,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Canada->Kazakhstan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Israel->Mexico,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Iceland->Uruguay,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Iceland->Oman,0.00,0.00,0.00,0.10,0.00,0.00,0.00
China->Romania,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Spain->Israel,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Iceland->UnitedKingdom,0.00,0.00,0.03,0.13,0.00,0.00,0.00
Vietnam->Canada,0.00,0.00,0.00,0.10,0.00,0.00,0.00
China->Israel,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Taiwan->Italy,0.00,0.12,0.00,0.00,0.00,0.00,0.00
Taiwan->SaudiArabia,0.00,0.00,0.00,0.02,0.00,0.00,0.00
HongKong->Chile,0.00,0.00,0.00,0.00,0.00,0.00,0.00
China->Argentina,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SaudiArabia->Italy,0.00,0.00,0.40,0.00,0.00,0.00,0.00
Austria->Thailand,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Austria->Canada,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Turkey->Bangladesh,0.00,0.00,0.10,0.10,0.00,0.00,0.00
SaudiArabia->Greece,0.00,0.00,0.10,0.10,0.00,0.00,0.00
SaudiArabia->Switzerland,0.00,0.00,0.20,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Uganda,0.00,0.00,0.20,0.00,0.00,0.00,0.00
SaudiArabia->UnitedArabEmirates,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Spain->Turkey,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Austria->HongKong,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Austria->UnitedArabEmirates,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Malaysia->Norway,0.10,0.00,0.00,0.00,0.00,0.00,0.00
SouthKorea->Greece,0.10,0.00,0.00,0.00,0.00,0.00,0.00
SouthKorea->Austria,0.10,0.00,0.00,0.00,0.00,0.00,0.00
SouthKorea->Colombia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
SouthKorea->Thailand,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Norway->China,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Georgia->Poland,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Kazakhstan->UnitedKingdom,0.00,0.10,0.00,0.00,0.00,0.00,0.00
China->Nigeria,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Singapore->Bangladesh,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SaudiArabia->Chile,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SaudiArabia->Hungary,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Turkey->Malaysia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
UnitedArabEmirates->Romania,0.00,0.00,0.10,0.00,0.00,0.00,0.00
UnitedArabEmirates->Spain,0.00,0.00,0.10,0.00,0.00,0.00,0.00
UnitedArabEmirates->SaudiArabia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
SaudiArabia->SouthAfrica,0.00,0.00,0.10,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Brazil,0.00,0.00,0.10,0.00,0.00,0.00,0.00
India->Sweden,0.00,0.00,0.10,0.00,0.00,0.00,0.00
India->Poland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->Australia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Oman->Latvia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Oman->SouthAfrica,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Austria->Senegal,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Jordan->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Norway->Senegal,0.00,0.00,0.10,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Australia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Netherlands->Finland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Australia->Finland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewZealand->Hungary,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewZealand->Denmark,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewZealand->Germany,0.00,0.00,0.10,0.00,0.00,0.00,0.00
India->CzechRepublic,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Portugal->Georgia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
